person_id,entry_index,timestamp,text,latent_burnout_level,true_theme,event_type
P213,154,2027-01-03T09:08:15,Energy feels burned; occasionally washedout; aiming for washedout. Confidence is high and tasks are clear. Energy is uneven and I'm working through minor setbacks.,0.228,liveliness,
P213,155,2027-01-22T18:47:27,Discussed followup and started imaging to address clinic. Workload feels manageable and I made good progress. I took breaks and my sleep was solid last night. Met a small milestone.,0.215,medical_wellbeing,
P213,156,2027-01-28T16:42:33,I feel loner and enjoy togetherness; when tired I lean toward selfcontained. Motivated about current projects and goals.,0.247,sociability,
P213,157,2027-01-29T00:19:45,Our offsite scheduled a townhall after the churn. Deadlines are stacking up; I'm pacing myself.,0.242,management_conflict,
P213,158,2027-02-12T19:58:25,Sleep update: caffeinecutoff and alarm with notes on light. I feel balanced and productive. Deadlines are stacking up; I'm pacing myself. Hydrated well.,0.237,sleep_recovery,
P213,159,2027-02-19T12:18:40,"My mood is foggy, with periods of motivated; I try to keep things sluggish. Confidence is high and tasks are clear. Confidence is high and tasks are clear.",0.212,liveliness,
P213,160,2027-02-27T17:57:45,"Body check: strong today, dealing with energized and sorethroat. Sleep wasn't perfect and focus came in waves. Today felt efficient with minimal distractions.",0.252,physiological_state,
P213,161,2027-03-08T06:43:17,Most days I feel inactive; sometimes I slip into enthused before returning to downcast. Motivated about current projects and goals. I feel balanced and productive.,0.231,liveliness,
P213,162,2027-03-09T23:30:12,"Lately my selfview is disheartened, with moments of capable, moving toward valued. Energy is uneven and I'm working through minor setbacks.",0.228,social_self_esteem,
P213,163,2027-03-13T15:35:50,"Lately I feel happy, sometimes fulfilled, and occasionally irritable. Progress is okay but I'm juggling competing priorities.",0.274,emotional_state,
P213,164,2027-04-29T08:30:43,Sleep update: deepsleep and chronotype with notes on restday. Feeling focused and energized today.,0.239,sleep_recovery,
P213,165,2027-05-18T02:22:05,"Lately I feel apathetic, sometimes pessimistic, and occasionally overwhelmed. Team support is strong and communication is clear. Feeling focused and energized today.",0.235,emotional_state,
P213,166,2027-05-18T10:34:02,"We hit a pilot, received training, and started mentorship. Confidence is high and tasks are clear. Sleep wasn't perfect and focus came in waves.",0.189,work_changes,
P213,167,2027-05-19T08:50:48,"We reviewed emergencyfund, adjusted for debt, and watched bonus. Team support is strong and communication is clear. Feeling focused and energized today.",0.174,financial_stress_budgeting,
P213,168,2027-06-07T04:13:23,The dosage led to referral; monitoring MRI. Energy is uneven and I'm working through minor setbacks. Today felt efficient with minimal distractions.,0.306,medical_wellbeing,
P213,169,2027-06-10T17:23:42,Time to beach and fully reset. Team support is strong and communication is clear. Mentally drained; motivation is collapsing. Had a short walk.,0.337,recovery_holidays,
P213,170,2027-07-20T09:28:51,"Socially I act passive, occasionally firstmove, trying to remain lead. Pressure is noticeable but still under control. Took time to plan.",0.27,social_boldness,
P213,171,2027-07-26T13:13:27,"In groups I tend to be introduce; at times I become nervous, though I aim to stay reticent. Workload feels manageable and I made good progress.",0.212,social_boldness,
P213,172,2027-07-26T20:41:07,Time to getaway and fully retreat. Feeling cynical and detached from work. Had a short walk.,0.28,recovery_holidays,
P213,173,2027-08-12T20:08:25,"For fun: gardening and letterpress, experimenting with reading. Feeling focused and energized today. Deadlines are stacking up; I'm pacing myself.",0.234,hobbies_creativity,
P213,174,2027-08-17T00:42:08,"I practiced printing3d, tried calligraphy, and explored knitting. Deadlines are stacking up; I'm pacing myself. Progress is okay but I'm juggling competing priorities.",0.26,hobbies_creativity,
P213,175,2027-08-29T11:30:29,Most days I feel jaunty; sometimes I slip into positive before returning to tired. Workload feels manageable and I made good progress.,0.379,liveliness,
P213,176,2027-09-22T23:36:10,"I practiced coding, tried hiking, and explored photography. I'm coping but it's getting hectic. I took breaks and my sleep was solid last night.",0.169,hobbies_creativity,
P213,177,2027-09-27T23:38:33,"My mood is dull, with periods of highenergy; I try to keep things sunny. I'm coping but it's getting hectic. Met a small milestone.",0.233,liveliness,
P213,178,2027-09-30T09:24:21,"Body check: foodpoisoning today, dealing with tighthamstrings and allergies. Deadlines are stacking up; I'm pacing myself. Had a short walk.",0.221,physiological_state,
P213,179,2027-10-06T11:49:40,The referral led to rehab; monitoring insurance. Some tasks are dragging and I'm a bit distracted. Confidence is high and tasks are clear.,0.32,medical_wellbeing,
P213,180,2027-10-08T21:17:42,We organized a gathering; there was party and later apology. Motivated about current projects and goals. I took breaks and my sleep was solid last night.,0.255,social_events,
